batch_size,blank_count,cell_accuracy,checkpoint,clue_violations,complete_valid,dataset,elapsed_ms,exact,example_id,experiment,invalid,method,runtime_multiplier,seed,unit_conflicts,votes
3,10,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_10,392.4801980000012,1,3,test_time_voting,0,rerank,3,0,0,3
3,10,0.9506172839506173,checkpoints/sudoku_extreme_hf/checkpoint,2,1,blanks_10,439.35554100001184,0,4,test_time_voting,1,single,3,0,0,3
3,10,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_10,439.35554100001184,1,4,test_time_voting,0,majority,3,0,0,3
3,10,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_10,439.35554100001184,1,4,test_time_voting,0,rerank,3,0,0,3
3,10,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_10,373.61198300000353,1,5,test_time_voting,0,single,3,0,0,3
3,10,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_10,373.61198300000353,1,5,test_time_voting,0,majority,3,0,0,3
3,10,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_10,373.61198300000353,1,5,test_time_voting,0,rerank,3,0,0,3
3,10,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_10,397.862779999997,1,6,test_time_voting,0,single,3,0,0,3
3,10,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_10,397.862779999997,1,6,test_time_voting,0,majority,3,0,0,3
3,10,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_10,397.862779999997,1,6,test_time_voting,0,rerank,3,0,0,3
3,10,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_10,356.54405200000383,1,7,test_time_voting,0,single,3,0,0,3
3,10,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_10,356.54405200000383,1,7,test_time_voting,0,majority,3,0,0,3
3,10,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_10,356.54405200000383,1,7,test_time_voting,0,rerank,3,0,0,3
3,10,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_10,353.57644900000196,1,8,test_time_voting,0,single,3,0,0,3
3,10,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_10,353.57644900000196,1,8,test_time_voting,0,majority,3,0,0,3
3,10,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_10,353.57644900000196,1,8,test_time_voting,0,rerank,3,0,0,3
3,10,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_10,349.005993999981,1,9,test_time_voting,0,single,3,0,0,3
3,10,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_10,349.005993999981,1,9,test_time_voting,0,majority,3,0,0,3
3,10,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_10,349.005993999981,1,9,test_time_voting,0,rerank,3,0,0,3
3,10,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_10,391.3324659999944,1,10,test_time_voting,0,single,3,0,0,3
3,10,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_10,391.3324659999944,1,10,test_time_voting,0,majority,3,0,0,3
